auc,learning_rate,use_pretrained,show_loss_figure,save_loss_figure,use_bias,saved_model_file,num_epochs,op_dims,batchsize,alpha,lof_K,w_mean,log_file
0.2750020710057011,0.00025,True,False,False,True,None,150,8;6,256,1.0,10,True,None
0.27347688535853953,0.00025,True,False,False,True,None,150,8;6,256,1.0,15,True,None
0.27555927844168104,0.00025,True,False,False,True,None,150,8;6,256,1.0,18,True,None
0.2753389099705704,0.00025,True,False,False,True,None,150,8;6,256,1.0,20,True,None
0.2768743487017409,0.00025,True,False,False,True,None,150,8;6,256,1.0,22,True,None
0.2752939104193816,0.00025,True,False,False,True,None,150,8;6,256,1.0,24,True,None
0.2759489499135143,0.00025,True,False,False,True,None,150,8;6,256,1.0,30,True,None
0.2953248153565445,0.00025,True,False,False,True,None,150,8;6,256,0.1,10,True,None
0.2913683884269622,0.00025,True,False,False,True,None,150,8;6,256,0.1,15,True,None
0.29158001711256143,0.00025,True,False,False,True,None,150,8;6,256,0.1,18,True,None
0.2917096702025043,0.00025,True,False,False,True,None,150,8;6,256,0.1,20,True,None
0.29357770995900223,0.00025,True,False,False,True,None,150,8;6,256,0.1,22,True,None
0.2908819534530832,0.00025,True,False,False,True,None,150,8;6,256,0.1,24,True,None
0.2913040718559699,0.00025,True,False,False,True,None,150,8;6,256,0.1,30,True,None
0.30570301429694124,0.00025,True,False,False,True,None,150,8;6,256,0.01,10,True,None
0.30521373841466604,0.00025,True,False,False,True,None,150,8;6,256,0.01,15,True,None
0.3032843973564964,0.00025,True,False,False,True,None,150,8;6,256,0.01,18,True,None
0.30689145598629164,0.00025,True,False,False,True,None,150,8;6,256,0.01,20,True,None
0.3051454015639857,0.00025,True,False,False,True,None,150,8;6,256,0.01,22,True,None
0.3050566160870768,0.00025,True,False,False,True,None,150,8;6,256,0.01,24,True,None
0.3054947762609921,0.00025,True,False,False,True,None,150,8;6,256,0.01,30,True,None
0.30323807661158264,0.00025,True,False,False,True,None,150,8;6,256,0.001,10,True,None
0.30400398628125713,0.00025,True,False,False,True,None,150,8;6,256,0.001,15,True,None
0.3062629970364266,0.00025,True,False,False,True,None,150,8;6,256,0.001,18,True,None
0.3014278753447143,0.00025,True,False,False,True,None,150,8;6,256,0.001,20,True,None
0.3019807276781501,0.00025,True,False,False,True,None,150,8;6,256,0.001,22,True,None
0.30404446161109555,0.00025,True,False,False,True,None,150,8;6,256,0.001,24,True,None
0.30555964831420723,0.00025,True,False,False,True,None,150,8;6,256,0.001,30,True,None
0.29987703287545225,0.00025,True,False,False,True,None,150,8;6,256,0.0001,10,True,None
0.3008943731096961,0.00025,True,False,False,True,None,150,8;6,256,0.0001,15,True,None
0.3029548330895355,0.00025,True,False,False,True,None,150,8;6,256,0.0001,18,True,None
0.3033626408705969,0.00025,True,False,False,True,None,150,8;6,256,0.0001,20,True,None
0.3007735216362915,0.00025,True,False,False,True,None,150,8;6,256,0.0001,22,True,None
0.3014211013795276,0.00025,True,False,False,True,None,150,8;6,256,0.0001,24,True,None
0.3042204461020885,0.00025,True,False,False,True,None,150,8;6,256,0.0001,30,True,None
0.2715348255754456,0.00025,True,False,False,True,None,150,8;8,256,1.0,10,True,None
0.27106549144603964,0.00025,True,False,False,True,None,150,8;8,256,1.0,15,True,None
0.27178071530437514,0.00025,True,False,False,True,None,150,8;8,256,1.0,18,True,None
0.27126715336750323,0.00025,True,False,False,True,None,150,8;8,256,1.0,20,True,None
0.2735325120602312,0.00025,True,False,False,True,None,150,8;8,256,1.0,22,True,None
0.27128435844745685,0.00025,True,False,False,True,None,150,8;8,256,1.0,24,True,None
0.27279174131620165,0.00025,True,False,False,True,None,150,8;8,256,1.0,30,True,None
